MOTUs;LIV_CAL_01;LIV_CAL_02;LIV_CAL_03;LIV_ISO_01;LIV_ISO_02;LIV_ISO_03;LIV_SON_01;LIV_SON_02;PAL_COS_01;PAL_COS_02;PAL_COS_03;PAL_RIB_01;PAL_RIB_02;PAL_RIB_03;PAL_SPA_01;PAL_SPA_02;ROV_BAG_01;ROV_BAG_02;ROV_BAG_03;ROV_FIG_01;ROV_FIG_02;ROV_FIG_03;ROV_SAN_01;ROV_SAN_02;ROV_SAN_03
ASUs_000124419;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASUs_000125201;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASUs_000154693;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0
ASUs_000553429;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASUs_000006534;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0
ASUs_000037102;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
ASUs_000003382;0;0;0;2;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;1;0;5;0;0;0
ASUs_000004912;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
ASUs_000020899;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6
ASUs_000029423;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;2;1;0;0;0;0;0
ASUs_000066183;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;4;0;0;0;0
ASUs_000082499;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0
ASUs_000217825;0;0;0;2;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0
ASUs_000587689;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
ASUs_000029651;1;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;3;0;2;0;2;0;0;0
ASUs_000054266;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0
ASUs_000114128;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;10;0;0
ASUs_000128973;0;0;1;0;6;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
ASUs_000049827;0;0;0;0;1;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;1;2;0;0
ASUs_000053357;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;2;1;0;0;0;4;0
ASUs_000090203;0;0;0;0;0;0;0;0;0;0;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0
ASUs_000106823;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
ASUs_000204008;0;0;0;0;2;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
ASUs_000232556;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
ASUs_000260476;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASUs_000005413;0;0;0;1;0;2;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
ASUs_000052449;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
ASUs_000053719;3;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
ASUs_000060528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;3;0
ASUs_000227955;0;0;0;0;0;0;0;0;0;0;3;0;0;1;1;11;0;0;0;0;0;0;0;0;0
ASUs_000263414;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0
ASUs_000035007;0;0;0;0;0;0;0;0;0;0;0;1;1;3;0;0;0;0;0;0;0;0;0;0;0
ASUs_000053636;0;0;0;0;0;0;0;0;0;2;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASUs_000070308;0;0;0;0;0;0;2;0;0;0;0;0;3;0;0;0;0;0;0;0;1;0;0;0;0
ASUs_000071209;0;0;1;0;0;0;0;0;0;2;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0
ASUs_000089254;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;7;0;0
ASUs_000091348;0;0;3;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0
ASUs_000113560;1;0;0;0;0;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASUs_000204145;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASUs_000255664;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASUs_000027060;0;1;0;0;0;4;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
ASUs_000061530;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0
ASUs_000080597;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3
ASUs_000108766;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASUs_000294133;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASUs_000016000;0;0;0;0;0;1;2;0;0;0;3;0;1;0;0;0;0;0;1;0;2;1;0;0;3
ASUs_000028351;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;10;0;0;0;0;0;2;0
ASUs_000033775;0;0;1;0;0;0;0;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
ASUs_000110786;2;1;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASUs_000162149;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASUs_000211146;2;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASUs_000032511;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;12;0;0;0;0;0;0
ASUs_000054674;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASUs_000091245;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASUs_000096612;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0
ASUs_000003256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;6;0;0;1;0;0
ASUs_000025935;0;0;0;2;0;3;0;0;2;0;0;0;1;0;0;0;2;0;0;0;0;5;0;0;0
ASUs_000029669;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0
ASUs_000075425;0;0;0;0;0;0;0;0;1;1;2;0;0;0;0;11;0;0;0;0;0;0;0;0;0
ASUs_000056106;0;0;0;0;0;7;0;0;0;0;1;1;2;0;1;0;0;0;2;2;0;0;0;0;1
ASUs_000094762;0;0;0;0;0;0;0;0;0;0;0;4;0;3;0;0;0;0;0;0;2;0;0;0;0
ASUs_000376833;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASUs_000524766;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
ASUs_000077542;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
ASUs_000000080;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
ASUs_000009952;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASUs_000013205;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;0;2;0;0;2;0
ASUs_000013816;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;2;2;0;0;1;0;0
ASUs_000019952;2;0;1;0;0;1;1;0;2;0;2;1;2;0;0;0;0;2;3;2;0;0;0;0;0
ASUs_000107158;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1
ASUs_000172462;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASUs_000005463;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0
ASUs_000075835;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;9;0
ASUs_000105710;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0
ASUs_000110272;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASUs_000110973;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
ASUs_000003360;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;2
ASUs_000005827;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0
ASUs_000014889;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;7;0;0;0;0
ASUs_000133385;1;0;0;3;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASUs_000137694;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3
ASUs_000024779;0;0;1;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASUs_000492000;0;0;0;0;0;0;0;0;0;0;0;2;8;6;0;0;0;0;0;0;0;0;0;0;0
ASUs_000017783;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0
ASUs_000028261;0;1;0;0;0;4;3;0;0;0;0;0;2;1;2;0;0;0;0;0;1;0;0;0;0
ASUs_000058750;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
ASUs_000206622;2;4;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASUs_000017697;0;0;0;0;2;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
ASUs_000025041;2;0;0;0;1;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASUs_000094502;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0
ASUs_000097491;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0
ASUs_000039738;0;0;0;0;0;0;0;0;0;0;5;0;0;0;3;0;0;2;3;0;0;0;0;1;0
ASUs_000105426;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0
ASUs_000112645;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASUs_000003892;0;0;0;4;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;1;1;0;1;0;0
ASUs_000034693;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;7;0;0;0;0;0;1;0
ASUs_000004607;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
ASUs_000006757;1;0;0;0;0;0;0;2;2;0;0;1;0;0;0;0;1;2;0;0;0;1;5;0;0
ASUs_000055330;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASUs_000077863;0;1;1;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;1;0;3;0;0;0;0
ASUs_000167816;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
ASUs_000180464;0;0;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
ASUs_000002386;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;5;2;0;0;0;0;0;0;0
ASUs_000051271;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6;0;10
ASUs_000053082;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;19;0;1;10;0;0
ASUs_000105567;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;0;0
ASUs_000203102;2;0;0;0;0;0;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
ASUs_000031212;0;0;0;2;0;0;0;0;1;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;4
ASUs_000064139;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASUs_000015036;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASUs_000078782;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;13;0;0;0;0
ASUs_000198821;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASUs_000464572;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0
ASUs_000586962;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;8;0;0;0;0;0
ASUs_000266060;0;0;0;0;0;0;0;2;1;0;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0
ASUs_000009317;0;0;0;0;0;0;4;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASUs_000156798;0;0;0;0;0;0;0;0;0;1;0;0;14;1;3;1;0;0;0;0;0;0;0;0;0
ASUs_000213558;1;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASUs_000001893;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;1;0;0;0;0;0;0;0
ASUs_000073156;0;0;0;0;0;0;0;0;0;10;0;0;0;0;1;0;0;2;1;0;0;0;0;1;0
ASUs_000096119;0;2;1;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
ASUs_000000580;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;6;1;0;3;0;0;0;0;0
ASUs_000010453;1;0;2;0;0;1;2;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
ASUs_000032068;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASUs_000049274;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
ASUs_000205748;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASUs_000262429;0;0;0;0;0;0;0;0;0;2;0;2;6;0;1;0;0;0;0;0;0;0;0;0;0
ASUs_000060755;0;0;0;0;2;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;1
ASUs_000177999;0;0;6;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASUs_000247331;0;0;0;0;0;6;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
ASUs_000008901;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASUs_000109098;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASUs_000263214;0;0;1;0;0;0;3;0;0;0;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0
ASUs_000347573;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
ASUs_000063758;0;1;0;2;1;3;0;1;0;0;2;0;4;0;4;2;1;1;0;12;0;1;2;1;1
ASUs_000162414;0;0;0;2;0;0;1;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
ASUs_000253544;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0
ASUs_000012537;1;1;0;0;0;2;0;0;0;4;2;0;1;0;4;1;0;3;4;5;0;0;0;5;1
ASUs_000014781;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11
ASUs_000041442;1;0;0;0;0;0;0;0;12;3;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
ASUs_000049873;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASUs_000002506;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;1;1;3;0;0;1
ASUs_000524682;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;4;0;0;0;0;0;0;0;0;0
ASUs_000010230;0;0;0;0;0;1;2;0;0;0;2;0;1;0;1;0;0;1;0;0;0;4;2;0;0
ASUs_000052934;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0
ASUs_000080556;0;3;0;0;0;0;2;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASUs_000001675;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0
ASUs_000021700;0;0;1;2;1;2;1;0;0;6;8;0;0;0;19;3;1;7;4;6;0;6;2;5;0
ASUs_000379922;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASUs_000054330;0;0;0;0;0;0;0;0;0;0;4;0;0;0;3;0;0;0;0;0;0;0;0;0;0
ASUs_000044822;0;0;0;0;0;1;5;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
ASUs_000086224;0;0;1;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASUs_000001230;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;2;5
ASUs_000003681;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;4;5;0;0;1;0;0;0;0
ASUs_000005455;0;0;1;5;1;1;0;0;0;2;2;0;0;0;3;0;0;0;0;0;2;0;0;0;0
ASUs_000136105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;7;2;6
ASUs_000446348;0;0;0;0;0;0;0;0;1;0;4;0;0;2;0;1;0;0;0;0;0;0;0;0;0
ASUs_000025397;5;1;0;2;2;0;0;0;3;0;2;0;0;0;3;2;0;1;0;1;0;2;1;9;1
ASUs_000031993;0;0;0;0;1;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
ASUs_000064667;1;1;1;2;0;0;0;0;0;1;0;2;3;2;1;1;0;0;0;2;0;0;0;0;0
ASUs_000501487;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0
ASUs_000319501;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASUs_000050946;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0
ASUs_000111293;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;28;0;0
ASUs_000000400;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;10;0;4;0;0;0;0
ASUs_000002284;0;0;1;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASUs_000015953;0;1;0;1;0;1;0;1;0;0;0;2;2;0;0;3;0;0;1;0;1;1;0;0;3
ASUs_000118837;3;0;0;0;0;1;0;0;47;0;2;0;0;0;0;0;0;0;0;0;0;0;0;8;2
ASUs_000307350;0;0;0;0;0;0;0;0;0;0;0;23;1;0;0;0;0;0;0;0;0;0;0;0;0
ASUs_000036929;0;0;0;0;4;0;1;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;4;2
ASUs_000038570;0;0;0;1;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;2;1;0;0;0
ASUs_000047169;0;0;0;1;0;0;0;0;0;0;3;0;0;0;2;1;0;2;4;14;0;1;0;3;0
ASUs_000134817;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0
ASUs_000006647;0;0;0;0;4;0;0;0;0;0;0;0;0;0;1;0;3;0;3;7;0;3;0;0;0
ASUs_000507789;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1
ASUs_000081974;0;0;0;0;0;0;0;0;0;0;0;14;0;1;0;0;0;0;0;0;0;0;0;0;0
ASUs_000170228;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASUs_000034062;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;27;0;1;1;0;0;0;0;0;0
ASUs_000101096;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
ASUs_000155589;0;0;0;0;0;0;0;0;14;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASUs_000400586;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
ASUs_000107193;0;0;0;0;7;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;2;0;0
ASUs_000154477;2;5;1;0;0;0;0;0;5;0;0;0;0;0;0;1;0;0;0;0;0;0;0;7;2
ASUs_000044664;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;12;0;0;0;0;0;0;0;0;0
ASUs_000050371;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;17;0;2;0;0;0
ASUs_000205419;3;2;0;0;0;0;4;0;0;1;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0
ASUs_000048080;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
ASUs_000117311;1;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
ASUs_000514287;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
ASUs_000003313;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;2;1;2;0;0;0
ASUs_000034977;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;0
ASUs_000114452;0;0;0;0;13;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;1;0;0;0
ASUs_000150018;0;0;0;0;0;2;0;0;0;2;1;0;0;0;0;1;0;1;1;0;0;0;1;0;0
ASUs_000294443;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASUs_000036660;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;2;0;7;3;0;0;0;0;34;0
ASUs_000077477;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;5;1;30;0;0;0;0
ASUs_000228106;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASUs_000008113;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1
ASUs_000003085;0;0;0;0;0;2;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;6
ASUs_000032632;19;0;1;9;7;0;10;1;4;0;0;2;0;0;0;0;1;0;1;0;0;1;0;4;0
ASUs_000037274;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0
ASUs_000079844;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASUs_000155103;0;0;0;0;0;0;0;0;0;20;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
