MOTUs;LIV_CAL_01;LIV_CAL_02;LIV_CAL_03;LIV_ISO_01;LIV_ISO_02;LIV_ISO_03;LIV_SON_01;LIV_SON_02;PAL_COS_01;PAL_COS_02;PAL_COS_03;PAL_RIB_01;PAL_RIB_02;PAL_RIB_03;PAL_SPA_01;PAL_SPA_02;ROV_BAG_01;ROV_BAG_02;ROV_BAG_03;ROV_FIG_01;ROV_FIG_02;ROV_FIG_03;ROV_SAN_01;ROV_SAN_02;ROV_SAN_03
ASUs_000155469;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
ASUs_000009883;0;0;0;0;0;0;0;0;0;2;0;4;0;0;2;0;0;1;1;0;5;0;0;0;2
ASUs_000060872;0;0;0;1;0;0;0;0;0;0;2;0;0;0;1;0;9;0;1;13;1;1;0;0;11
ASUs_000215349;0;0;0;0;1;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASUs_000012290;0;1;0;1;0;0;0;0;0;0;0;1;5;0;2;0;0;0;0;0;3;2;13;1;4
ASUs_000078593;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;4;29;0;0
ASUs_000096935;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASUs_000000512;0;0;2;1;1;1;0;0;0;0;0;2;1;1;0;3;0;0;0;2;0;1;0;0;0
ASUs_000000528;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;3;3;1;0;0;0
ASUs_000001131;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;4;4;3;0;1
ASUs_000009587;0;0;1;0;0;0;0;0;0;0;13;0;0;0;0;1;1;0;0;0;0;0;0;0;0
ASUs_000000659;0;0;6;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;2;0;0;1
ASUs_000010988;0;0;3;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0
ASUs_000037978;1;3;0;0;0;0;2;2;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
ASUs_000045368;2;0;1;0;0;1;12;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0
ASUs_000000596;0;0;0;2;2;1;0;1;1;0;2;0;5;0;1;0;2;4;0;5;1;7;0;2;4
ASUs_000294602;0;0;0;5;0;0;0;0;0;0;0;8;17;4;0;0;0;0;0;0;0;0;0;0;0
ASUs_000035224;0;1;18;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASUs_000138548;0;0;1;0;6;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASUs_000102880;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;33;0;0
ASUs_000198933;28;2;0;0;0;0;0;11;0;0;0;0;5;0;3;0;0;0;0;0;1;0;2;2;0
ASUs_000003135;0;0;1;1;2;10;3;2;0;1;4;0;14;0;3;0;4;0;5;1;2;1;4;1;1
ASUs_000011893;2;2;0;1;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASUs_000019770;3;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASUs_000246010;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASUs_000047927;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0
ASUs_000024473;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASUs_000105845;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;1;0;0
ASUs_000188922;0;4;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASUs_000198968;13;8;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASUs_000008755;4;4;6;2;11;4;2;2;0;5;1;0;2;0;2;0;3;3;4;5;7;3;1;10;2
ASUs_000487143;0;0;0;0;0;0;0;0;0;0;0;15;16;0;0;0;0;0;0;0;0;0;0;0;0
ASUs_000017827;10;1;1;4;0;7;2;13;1;1;1;0;2;2;2;9;2;1;0;1;1;1;1;0;0
ASUs_000038915;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8;3;0;0;0;0;0;0;0;0;0
ASUs_000308212;1;0;1;5;1;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0
ASUs_000049773;0;1;4;3;0;6;7;0;0;0;0;0;0;1;0;0;0;0;4;0;5;0;1;0;0
ASUs_000099857;0;0;0;0;0;2;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASUs_000143500;0;0;0;0;0;0;0;0;0;3;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0
ASUs_000085380;0;0;0;0;0;18;3;0;0;2;1;0;1;0;4;0;0;0;0;0;0;0;0;0;0
ASUs_000044737;10;0;1;0;1;0;8;0;1;0;2;1;0;1;0;2;0;1;5;2;0;0;0;1;0
ASUs_000006443;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;12;2;0;0;1;1;18;7
ASUs_000002729;0;22;0;0;0;1;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0
ASUs_000046372;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
ASUs_000187537;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
ASUs_000174949;0;0;0;0;0;13;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;1
ASUs_000016940;0;0;0;0;0;0;0;0;6;0;7;5;2;4;1;4;1;0;1;0;0;0;0;0;0
ASUs_000053374;0;0;0;0;0;1;17;0;0;0;0;0;1;5;0;0;0;0;0;0;0;0;0;2;0
ASUs_000003138;0;1;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;3;2;0;0;2;1
ASUs_000050900;0;1;4;0;0;1;0;1;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;2;0
ASUs_000001074;3;0;0;1;0;3;5;1;5;0;1;2;1;2;2;0;5;1;3;1;4;4;3;0;0
ASUs_000005207;0;0;0;0;0;0;3;0;0;0;2;0;0;0;0;1;1;0;10;0;0;0;0;0;0
ASUs_000021809;2;0;4;0;8;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
ASUs_000048079;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
ASUs_000002375;0;1;2;2;0;0;0;0;3;0;0;4;0;1;1;0;0;1;2;1;8;4;24;0;0
ASUs_000069293;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
ASUs_000001601;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;2;6;0;0;0;3;0;3
ASUs_000229504;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASUs_000011509;0;0;0;17;0;0;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASUs_000040122;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;32;0;0;2;0;0
ASUs_000043048;0;0;0;0;0;0;0;0;7;0;18;0;0;0;10;3;0;1;0;0;0;0;0;0;0
ASUs_000104757;0;1;0;0;0;0;0;0;0;0;0;3;15;22;0;2;0;0;0;0;0;0;1;0;0
ASUs_000183377;0;0;0;0;0;0;0;0;6;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0
ASUs_000138960;0;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;0;0;0;0;0
ASUs_000052737;0;0;1;0;0;0;0;0;1;0;0;4;0;0;5;1;0;0;1;0;0;0;0;0;0
ASUs_000075689;0;1;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
ASUs_000055736;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
ASUs_000173657;10;0;1;30;0;0;0;6;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4
ASUs_000005462;1;0;1;1;2;0;0;10;0;11;1;1;0;0;2;0;4;7;0;0;1;3;1;1;1
ASUs_000105995;0;0;0;0;6;0;0;0;0;0;0;0;0;0;7;0;2;0;0;0;0;5;11;0;0
ASUs_000078238;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASUs_000047703;2;0;1;5;4;3;7;0;1;5;10;1;0;0;25;2;4;0;5;1;0;0;0;3;1
ASUs_000038423;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;14;6;0;1;0;1;2;0
ASUs_000001287;0;1;4;4;3;1;4;2;5;1;3;1;0;1;0;0;2;2;1;0;0;0;1;0;1
ASUs_000051191;14;0;0;0;0;0;0;0;5;1;1;1;0;0;2;0;0;0;2;6;1;0;14;9;2
ASUs_000009835;3;0;0;5;0;0;0;0;0;0;0;3;0;0;0;1;1;4;2;2;3;0;0;0;0
ASUs_000113685;0;0;0;0;23;0;3;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0
ASUs_000006569;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;2;23;0;0;16;5;1;2;2
ASUs_000077452;0;0;0;2;0;1;1;0;0;0;0;2;4;0;0;0;0;0;1;1;44;0;0;0;0
ASUs_000008710;1;1;0;0;0;1;0;0;0;2;1;0;0;0;1;1;2;1;0;2;1;0;0;5;2
ASUs_000048950;0;2;1;0;6;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0
ASUs_000010803;14;0;1;0;1;0;1;1;11;0;7;0;0;0;0;0;0;0;0;0;0;0;0;8;3
ASUs_000067568;45;0;0;0;2;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0
ASUs_000014789;0;0;1;1;2;1;0;0;2;0;0;0;0;0;8;0;1;0;0;0;0;35;3;0;1
ASUs_000006088;0;30;0;3;0;2;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4
ASUs_000022742;0;0;3;0;0;7;3;1;0;0;2;0;0;0;0;0;0;0;2;0;5;0;0;0;0
ASUs_000081874;0;0;0;0;0;0;0;0;2;0;1;30;11;12;0;3;0;0;0;0;0;0;0;3;0
ASUs_000000785;1;0;9;0;0;0;4;3;0;0;3;0;0;0;0;0;4;0;21;1;0;0;3;0;1
ASUs_000000253;0;1;0;0;0;2;0;1;1;0;0;0;0;0;0;0;23;5;0;6;0;2;0;1;4
ASUs_000010211;1;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASUs_000105322;0;0;2;0;22;0;0;0;0;0;3;5;0;0;11;0;0;0;0;0;0;9;13;0;6
ASUs_000264492;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASUs_000049721;0;0;0;0;0;12;2;1;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0
ASUs_000024958;3;1;3;34;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
ASUs_000041496;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2;0;1;1;0;0;0;2
ASUs_000013720;3;1;1;48;1;5;10;0;4;22;18;1;4;7;12;12;3;6;6;0;2;5;1;10;8
ASUs_000014938;1;0;0;14;0;6;2;0;7;26;0;3;1;3;0;1;0;0;4;1;2;0;0;4;0
ASUs_000027627;0;1;0;0;0;1;2;4;4;0;2;2;0;0;1;1;0;0;2;0;0;0;0;0;0
ASUs_000017701;2;2;4;1;2;5;5;2;0;0;0;2;2;2;1;0;1;1;1;6;4;4;2;7;4
ASUs_000010816;0;2;0;0;0;0;2;31;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0
ASUs_000049175;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;37;0;6;34;0
ASUs_000021154;4;28;7;2;8;0;1;3;0;0;0;2;1;1;1;4;2;1;10;6;3;3;2;4;0
ASUs_000106321;3;0;1;0;65;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;3;1;2;0
ASUs_000011248;4;0;1;17;2;2;10;22;5;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0
ASUs_000051878;0;0;0;0;1;0;0;0;0;3;2;0;0;0;110;1;0;0;0;1;0;0;1;0;0
ASUs_000172468;0;0;32;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1
ASUs_000085072;0;2;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASUs_000057378;0;0;3;0;0;0;0;0;0;0;3;0;0;0;4;9;0;0;2;0;0;0;0;2;1
ASUs_000007045;0;0;0;0;0;72;3;0;1;0;0;0;2;0;0;0;1;0;5;0;2;6;0;0;0
ASUs_000007117;0;7;1;0;0;2;1;0;0;0;0;1;3;49;0;0;2;0;0;0;0;0;0;0;2
ASUs_000058228;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;50;2;11;9;0;0
ASUs_000065734;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1
ASUs_000045645;2;0;0;1;7;3;1;0;2;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0
ASUs_000054983;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
ASUs_000062355;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;3;0;0;0;0;1
ASUs_000002409;3;0;0;2;0;0;1;2;2;0;1;6;6;1;5;2;0;1;2;0;2;1;0;0;0
ASUs_000039875;1;3;11;0;1;0;1;0;0;1;0;0;0;0;0;1;0;2;0;1;0;0;4;1;2
ASUs_000007354;0;1;0;0;0;3;0;0;22;0;0;0;3;1;0;0;0;0;0;0;0;0;0;2;1
ASUs_000093403;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
ASUs_000161620;102;0;0;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0
ASUs_000018505;0;2;0;1;0;1;0;0;2;9;12;0;5;0;15;3;7;12;15;91;0;10;0;6;12
ASUs_000001447;0;0;0;2;2;0;0;0;0;0;0;2;0;1;1;0;5;7;1;7;24;13;2;4;8
ASUs_000000034;0;1;0;3;11;2;2;3;3;0;0;0;0;0;9;2;41;13;1;1;2;39;13;1;0
ASUs_000005411;0;0;1;0;5;0;1;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASUs_000124628;79;10;29;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;1;2;0
ASUs_000000391;2;2;11;2;0;12;9;13;1;1;2;7;1;4;3;5;7;20;4;6;5;7;4;2;2
ASUs_000082024;0;0;2;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
ASUs_000005119;5;0;0;2;0;1;1;0;10;3;3;2;3;1;11;0;0;3;7;25;13;9;35;8;0
ASUs_000015158;0;1;0;0;0;2;0;1;16;0;3;0;9;1;0;0;0;0;1;0;1;0;0;0;0
ASUs_000052176;0;0;0;0;0;0;0;0;0;9;23;65;0;1;85;7;0;0;2;0;0;0;5;0;0
ASUs_000025301;19;16;16;45;3;4;0;0;3;17;4;0;0;17;1;6;0;0;0;0;0;1;0;1;0
ASUs_000021050;0;0;0;0;0;0;0;0;12;0;0;0;9;0;0;0;1;0;0;0;1;0;0;0;1
ASUs_000000138;0;0;1;0;0;0;0;1;4;0;4;15;8;16;0;0;8;0;4;0;1;1;0;0;0
ASUs_000023795;10;0;9;14;33;0;1;0;0;19;3;48;0;0;1;0;1;0;0;0;0;4;0;0;0
ASUs_000000287;0;0;0;0;0;1;1;0;1;1;6;0;4;0;2;0;12;44;4;11;7;4;2;6;4
ASUs_000001358;6;4;3;2;8;28;7;10;14;1;5;3;15;0;11;5;19;15;6;18;4;24;13;10;6
ASUs_000012859;9;0;1;0;0;13;1;2;1;0;1;0;4;0;0;0;1;4;3;0;1;0;1;1;1
ASUs_000000468;0;0;0;0;0;1;0;3;0;0;0;0;0;0;2;1;9;3;5;6;3;25;0;0;3
ASUs_000020056;5;28;6;0;2;0;0;0;1;0;8;0;3;5;1;3;0;0;1;0;2;1;1;3;0
ASUs_000000303;2;4;1;14;10;15;40;13;1;0;1;0;0;0;3;2;2;3;3;0;7;13;8;0;4
ASUs_000038073;9;7;0;0;0;0;0;0;0;3;18;3;12;55;6;186;0;0;1;2;2;0;0;0;3
ASUs_000051352;0;80;15;0;0;0;2;0;0;0;0;0;0;0;23;8;0;0;0;0;0;0;0;2;0
ASUs_000000109;0;8;0;1;6;35;4;8;0;0;0;0;4;0;0;1;36;1;2;1;2;23;4;0;0
ASUs_000003220;0;0;0;0;0;63;14;0;0;0;0;0;0;0;0;0;1;0;0;0;1;2;0;0;1
ASUs_000003103;0;9;2;18;0;2;2;0;1;0;0;4;2;1;4;2;0;2;2;3;2;7;2;0;8
ASUs_000062359;0;1;24;8;1;0;0;0;0;0;0;22;30;37;0;0;0;0;0;1;1;0;0;0;1
ASUs_000053682;1;0;8;0;0;0;49;0;0;0;18;0;0;4;8;1;0;0;2;1;0;0;0;0;0
ASUs_000029138;1;9;32;0;0;2;5;0;0;0;0;2;2;1;1;1;0;0;4;1;3;0;22;34;0
ASUs_000038284;0;0;0;1;0;0;0;0;0;264;5;6;0;0;23;1;0;1;1;0;0;0;1;2;0
ASUs_000000828;0;1;0;2;0;3;0;0;1;8;4;0;2;0;2;0;14;9;8;20;5;12;5;0;20
ASUs_000033608;0;0;1;24;0;0;0;0;0;22;1;73;15;0;0;0;0;1;0;2;2;0;72;0;20
ASUs_000040443;0;0;0;0;2;0;2;0;0;1;2;0;0;4;17;4;0;0;5;0;1;1;0;0;4
ASUs_000107155;0;0;4;0;91;2;2;1;0;0;0;1;69;0;3;0;0;0;0;0;0;1;8;0;0
ASUs_000004848;20;4;37;17;31;17;24;22;12;1;4;2;3;0;6;5;11;0;3;1;2;17;9;1;10
ASUs_000034688;127;0;0;0;2;0;3;4;30;0;0;0;0;0;0;0;0;1;0;2;0;0;0;18;0
ASUs_000002518;28;0;23;1;1;2;2;0;49;0;15;0;0;0;1;1;2;0;0;0;1;4;1;32;27
ASUs_000002578;0;0;1;2;19;3;4;2;1;10;17;3;0;0;5;0;25;129;129;14;31;22;1;3;66
ASUs_000000472;5;1;3;1;2;3;3;1;6;3;7;41;10;21;6;4;22;49;5;4;26;20;34;35;16
ASUs_000000084;0;0;2;0;0;0;0;0;0;2;5;1;21;0;2;2;31;133;25;2;3;6;8;3;3
ASUs_000007621;1;3;9;1;5;13;9;8;7;11;20;1;27;8;13;17;3;7;13;15;5;8;8;87;33
ASUs_000000162;0;3;2;9;0;3;0;1;0;3;7;5;0;1;3;2;58;14;0;31;14;33;0;0;12
ASUs_000002097;4;2;9;1;0;13;32;0;11;7;2;44;30;7;0;6;12;20;1;2;35;12;2;14;10
ASUs_000079552;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2
ASUs_000032143;5;1;3;3;1;2;6;2;0;30;6;110;3;37;16;12;0;4;3;2;3;0;0;0;0
ASUs_000004291;3;5;2;0;0;5;0;20;1;0;1;0;0;3;0;3;2;0;2;0;2;0;0;0;2
ASUs_000006352;0;3;3;1;0;2;2;3;0;0;0;0;1;6;0;2;0;0;5;1;11;1;1;0;6
ASUs_000000071;1;8;14;47;12;17;10;5;8;10;12;13;2;4;16;8;21;7;19;10;16;78;41;24;23
ASUs_000000473;15;8;5;8;2;2;15;20;3;9;11;11;5;12;1;18;60;62;50;8;73;1;0;10;2
ASUs_000050396;0;0;1;0;0;3;1;1;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;1
ASUs_000006609;4;1;6;60;1;1;24;1;4;91;4;50;21;1;5;4;3;1;4;14;8;1;19;3;1
ASUs_000001781;9;0;9;0;1;0;5;261;0;0;0;0;0;0;0;0;6;5;0;0;0;0;0;0;0
ASUs_000002108;0;11;6;0;1;10;5;1;21;0;0;0;3;7;0;0;3;1;3;0;6;0;0;0;8
ASUs_000001520;7;31;37;50;68;25;17;3;10;10;6;29;78;38;11;57;6;8;16;14;36;8;19;19;25
ASUs_000000434;143;78;33;55;23;203;40;115;42;2;8;5;4;14;6;13;40;20;19;33;60;25;13;20;68
ASUs_000002334;45;14;56;21;48;6;26;4;95;39;51;30;48;28;27;44;5;0;26;10;6;7;4;11;5
ASUs_000000562;5;14;10;118;17;24;34;79;13;16;3;9;7;4;10;3;44;20;12;8;26;81;44;3;17
ASUs_000001980;16;5;5;18;36;19;6;2;79;45;84;5;3;2;26;3;26;26;25;31;142;50;35;67;72
ASUs_000000337;33;6;33;73;0;51;48;169;124;55;8;12;1;1;0;7;45;10;5;1;6;0;0;3;7
ASUs_000001730;420;49;139;242;350;72;294;39;302;291;107;91;64;28;266;129;27;47;141;175;82;172;133;438;72
ASUs_000006755;3;7;6;1;3;23;8;3;2;1;5;1;11;5;4;7;0;1;4;3;2;1;2;0;5
ASUs_000000088;4;12;44;2;2;166;31;9;1;2;5;3;2;2;6;4;6;22;13;2;6;1;2;0;18
ASUs_000001286;2;3;125;1;307;4;27;66;3;0;14;1;0;4;5;2;3;9;6;0;7;8;8;0;25
ASUs_000002011;4;15;18;7;8;21;35;34;8;5;10;4;4;11;17;8;6;4;9;0;15;1;1;0;12
ASUs_000002308;0;573;0;1;0;8;0;0;0;0;1;0;0;2;0;11;1;0;0;0;0;1;0;0;12
ASUs_000001244;4;31;48;55;2;151;131;74;10;7;9;14;1;11;21;10;22;9;21;1;24;6;1;5;31
ASUs_000000012;0;11;3;19;1;24;1;2;1;24;46;1;3;1;32;7;212;132;111;100;39;121;27;3;194
ASUs_000000165;9;60;30;2;0;38;18;25;103;0;4;1;9;21;0;3;27;1;5;2;27;1;0;0;43
ASUs_000000070;102;59;54;18;303;170;132;240;73;8;37;5;66;8;75;18;84;56;46;72;20;121;50;24;37
ASUs_000000650;347;29;352;150;119;86;326;130;240;209;115;116;103;27;75;44;73;79;123;151;52;100;132;119;91
ASUs_000000155;16;122;140;16;28;95;110;269;26;21;39;12;12;54;46;60;52;25;49;11;28;11;8;6;77
ASUs_000000075;47;55;97;206;158;153;104;75;160;82;112;60;42;21;196;85;287;107;210;156;84;578;372;159;302
ASUs_000000113;11;43;22;23;15;25;21;11;25;25;49;142;380;254;25;52;24;34;40;21;138;13;90;23;38
ASUs_000000036;98;190;301;353;320;106;83;116;287;303;433;106;128;135;575;289;277;527;356;585;178;369;311;367;216
ASUs_000000018;432;690;448;498;190;464;447;377;425;656;918;1083;952;1430;428;1171;660;621;739;562;947;219;595;588;657